Date,3M Libor,FEDFUNDS
02/06/2015,0.2787,0.12
03/06/2015,0.2792,0.13
04/06/2015,0.2789,0.13
05/06/2015,0.2812,0.13
08/06/2015,0.2822,0.13
09/06/2015,0.2855,0.13
10/06/2015,0.28785,0.13
11/06/2015,0.28585,0.13
12/06/2015,0.28605,0.13
15/06/2015,0.28325,0.13
16/06/2015,0.28625,0.14
17/06/2015,0.2857,0.14
18/06/2015,0.2808,0.14
19/06/2015,0.2813,0.13
22/06/2015,0.28225,0.13
23/06/2015,0.28075,0.13
24/06/2015,0.28075,0.13
25/06/2015,0.282,0.13
26/06/2015,0.28175,0.13
29/06/2015,0.2837,0.14
30/06/2015,0.2832,0.08
01/07/2015,0.2836,0.13
02/07/2015,0.2835,0.13
03/07/2015,0.2843,0.13
06/07/2015,0.28425,0.13
07/07/2015,0.28325,0.13
08/07/2015,0.28345,0.13
09/07/2015,0.286,0.13
10/07/2015,0.2858,0.13
13/07/2015,0.2888,0.13
14/07/2015,0.2885,0.13
15/07/2015,0.2885,0.13
16/07/2015,0.287,0.14
17/07/2015,0.29175,0.13
20/07/2015,0.295,0.14
21/07/2015,0.2941,0.13
22/07/2015,0.2925,0.13
23/07/2015,0.2951,0.13
24/07/2015,0.2936,0.13
27/07/2015,0.2941,0.14
28/07/2015,0.2968,0.14
29/07/2015,0.2968,0.14
30/07/2015,0.3001,0.14
31/07/2015,0.3086,0.08
03/08/2015,0.3037,0.14
04/08/2015,0.3011,0.14
05/08/2015,0.3109,0.14
06/08/2015,0.3114,0.14
07/08/2015,0.3116,0.14
10/08/2015,0.3142,0.14
11/08/2015,0.31435,0.15
12/08/2015,0.3093,0.15
13/08/2015,0.3205,0.15
14/08/2015,0.32445,0.14
17/08/2015,0.33285,0.15
18/08/2015,0.33285,0.15
19/08/2015,0.33335,0.15
20/08/2015,0.3291,0.15
21/08/2015,0.3291,0.15
24/08/2015,0.3316,0.15
25/08/2015,0.327,0.15
26/08/2015,0.3252,0.14
27/08/2015,0.3244,0.14
28/08/2015,0.329,0.14
01/09/2015,0.334,0.14
02/09/2015,0.3325,0.14
03/09/2015,0.3335,0.14
04/09/2015,0.332,0.14
07/09/2015,0.333,0.14
08/09/2015,0.332,0.14
09/09/2015,0.333,0.14
10/09/2015,0.336,0.14
11/09/2015,0.3372,0.14
14/09/2015,0.3355,0.14
15/09/2015,0.33425,0.14
16/09/2015,0.3396,0.14
17/09/2015,0.3451,0.14
18/09/2015,0.3192,0.14
21/09/2015,0.326,0.14
22/09/2015,0.3265,0.14
23/09/2015,0.3255,0.14
24/09/2015,0.3264,0.14
25/09/2015,0.3261,0.13
28/09/2015,0.3266,0.13
29/09/2015,0.3255,0.13
30/09/2015,0.325,0.07
01/10/2015,0.324,0.13
02/10/2015,0.3271,0.13
05/10/2015,0.3232,0.13
06/10/2015,0.318,0.13
07/10/2015,0.3186,0.13
08/10/2015,0.3196,0.13
09/10/2015,0.3206,0.13
12/10/2015,0.32075,0.13
13/10/2015,0.3205,0.13
14/10/2015,0.31705,0.13
15/10/2015,0.31515,0.13
16/10/2015,0.31715,0.13
19/10/2015,0.31665,0.13
20/10/2015,0.3204,0.13
21/10/2015,0.3164,0.13
22/10/2015,0.3199,0.12
23/10/2015,0.3229,0.12
26/10/2015,0.32315,0.12
27/10/2015,0.3239,0.12
28/10/2015,0.3219,0.12
29/10/2015,0.3289,0.12
30/10/2015,0.3341,0.07
02/11/2015,0.3341,0.12
03/11/2015,0.3336,0.12
04/11/2015,0.3366,0.12
05/11/2015,0.3439,0.12
06/11/2015,0.3414,0.12
09/11/2015,0.3556,0.12
10/11/2015,0.3561,0.12
11/11/2015,0.3591,0.12
12/11/2015,0.3616,0.12
13/11/2015,0.3636,0.12
16/11/2015,0.3641,0.13
17/11/2015,0.3671,0.13
18/11/2015,0.3696,0.12
19/11/2015,0.3776,0.12
20/11/2015,0.3821,0.12
23/11/2015,0.3932,0.12
24/11/2015,0.4023,0.12
25/11/2015,0.4067,0.12
26/11/2015,0.4117,0.12
27/11/2015,0.4142,0.12
30/11/2015,0.4162,0.08
01/12/2015,0.4222,0.13
02/12/2015,0.436,0.13
03/12/2015,0.452,0.13
04/12/2015,0.462,0.13
07/12/2015,0.477,0.13
08/12/2015,0.4865,0.13
09/12/2015,0.492,0.14
10/12/2015,0.502,0.14
11/12/2015,0.512,0.14
14/12/2015,0.51775,0.15
15/12/2015,0.52575,0.15
16/12/2015,0.5325,0.15
17/12/2015,0.5695,0.37
18/12/2015,0.5855,0.37
21/12/2015,0.5931,0.36
22/12/2015,0.59435,0.36
23/12/2015,0.6031,0.36
24/12/2015,0.6031,0.36
29/12/2015,0.6067,0.36
30/12/2015,0.6122,0.35
31/12/2015,0.6127,0.2
04/01/2016,0.6117,0.36
05/01/2016,0.6171,0.36
06/01/2016,0.6201,0.36
07/01/2016,0.61685,0.36
08/01/2016,0.6211,0.36
11/01/2016,0.6221,0.36
12/01/2016,0.6236,0.36
13/01/2016,0.622,0.36
14/01/2016,0.6211,0.36
15/01/2016,0.6196,0.36
18/01/2016,0.6238,0.36
19/01/2016,0.6243,0.36
20/01/2016,0.6213,0.37
21/01/2016,0.6186,0.37
22/01/2016,0.6191,0.38
25/01/2016,0.6213,0.38
26/01/2016,0.6211,0.38
27/01/2016,0.6181,0.38
28/01/2016,0.6156,0.38
29/01/2016,0.6126,0.29
01/02/2016,0.6186,0.38
02/02/2016,0.6192,0.38
03/02/2016,0.6206,0.38
04/02/2016,0.6202,0.38
05/02/2016,0.6197,0.38
08/02/2016,0.621,0.38
09/02/2016,0.6205,0.38
10/02/2016,0.6176,0.38
11/02/2016,0.6172,0.38
12/02/2016,0.6182,0.38
15/02/2016,0.6182,0.38
16/02/2016,0.6182,0.38
17/02/2016,0.6194,0.37
18/02/2016,0.6182,0.38
19/02/2016,0.6182,0.38
22/02/2016,0.6246,0.38
23/02/2016,0.6291,0.38
24/02/2016,0.6346,0.38
25/02/2016,0.6356,0.37
26/02/2016,0.6351,0.37
29/02/2016,0.6331,0.29
01/03/2016,0.6316,0.36
02/03/2016,0.63485,0.37
03/03/2016,0.6356,0.37
04/03/2016,0.6335,0.36
07/03/2016,0.6361,0.36
08/03/2016,0.63515,0.36
09/03/2016,0.6346,0.36
10/03/2016,0.63235,0.36
11/03/2016,0.63385,0.36
14/03/2016,0.63955,0.36
15/03/2016,0.64195,0.37
16/03/2016,0.639,0.37
17/03/2016,0.6234,0.37
18/03/2016,0.6243,0.37
21/03/2016,0.6246,0.37
22/03/2016,0.62835,0.37
23/03/2016,0.6301,0.37
24/03/2016,0.6286,0.37
29/03/2016,0.63085,0.37
30/03/2016,0.6251,0.37
31/03/2016,0.6286,0.25
01/04/2016,0.6291,0.37
04/04/2016,0.6301,0.37
05/04/2016,0.6266,0.37
06/04/2016,0.6306,0.37
07/04/2016,0.6288,0.37
08/04/2016,0.6308,0.37
11/04/2016,0.62985,0.37
12/04/2016,0.6296,0.37
13/04/2016,0.62835,0.37
14/04/2016,0.63285,0.37
15/04/2016,0.6331,0.37
18/04/2016,0.63435,0.37
19/04/2016,0.63485,0.37
20/04/2016,0.6351,0.37
21/04/2016,0.6381,0.37
22/04/2016,0.63585,0.37
25/04/2016,0.63385,0.37
26/04/2016,0.63435,0.37
27/04/2016,0.63835,0.37
28/04/2016,0.6366,0.37
29/04/2016,0.6366,0.3
03/05/2016,0.6329,0.37
04/05/2016,0.6341,0.37
05/05/2016,0.6318,0.37
06/05/2016,0.6296,0.37
09/05/2016,0.6296,0.37
10/05/2016,0.6281,0.37
11/05/2016,0.6266,0.37
12/05/2016,0.6261,0.37
13/05/2016,0.6276,0.37
16/05/2016,0.6261,0.37
17/05/2016,0.6251,0.37
18/05/2016,0.6356,0.37
19/05/2016,0.6539,0.37
20/05/2016,0.6613,0.37
23/05/2016,0.6623,0.37
24/05/2016,0.6653,0.37
25/05/2016,0.66655,0.37
26/05/2016,0.67405,0.37
27/05/2016,0.67305,0.37
31/05/2016,0.6858,0.29
01/06/2016,0.6813,0.37
02/06/2016,0.6801,0.37
03/06/2016,0.68215,0.37
06/06/2016,0.66065,0.37
07/06/2016,0.6566,0.37
08/06/2016,0.658,0.37
09/06/2016,0.65605,0.37
10/06/2016,0.6556,0.37
13/06/2016,0.6525,0.37
14/06/2016,0.6548,0.37
15/06/2016,0.65635,0.37
16/06/2016,0.6466,0.38
17/06/2016,0.6444,0.38
20/06/2016,0.6465,0.38
21/06/2016,0.64185,0.38
22/06/2016,0.6401,0.38
23/06/2016,0.6401,0.39
24/06/2016,0.6236,0.4
27/06/2016,0.6271,0.41
28/06/2016,0.6311,0.41
29/06/2016,0.6461,0.41
30/06/2016,0.6541,0.3
01/07/2016,0.65335,0.41
04/07/2016,0.65635,0.41
05/07/2016,0.6571,0.4
06/07/2016,0.6611,0.4
07/07/2016,0.6646,0.4
08/07/2016,0.6671,0.4
11/07/2016,0.6691,0.4
12/07/2016,0.67335,0.4
13/07/2016,0.6801,0.4
14/07/2016,0.6791,0.4
15/07/2016,0.68785,0.4
18/07/2016,0.6956,0.4
19/07/2016,0.6971,0.4
20/07/2016,0.7016,0.4
21/07/2016,0.7145,0.4
22/07/2016,0.721,0.4
25/07/2016,0.7335,0.4
26/07/2016,0.743,0.4
27/07/2016,0.7515,0.4
28/07/2016,0.7565,0.4
29/07/2016,0.7591,0.3
01/08/2016,0.7591,0.4
02/08/2016,0.7676,0.4
03/08/2016,0.7776,0.4
04/08/2016,0.7876,0.4
05/08/2016,0.79235,0.4
08/08/2016,0.8065,0.4
09/08/2016,0.816,0.4
10/08/2016,0.8176,0.4
11/08/2016,0.817,0.4
12/08/2016,0.81825,0.4
15/08/2016,0.80411,0.4
16/08/2016,0.80128,0.4
17/08/2016,0.81128,0.4
18/08/2016,0.811,0.4
19/08/2016,0.81711,0.4
22/08/2016,0.82544,0.4
23/08/2016,0.82544,0.4
24/08/2016,0.82544,0.4
25/08/2016,0.82933,0.4
26/08/2016,0.83344,0.4
30/08/2016,0.84211,0.4
31/08/2016,0.83933,0.3
01/09/2016,0.83567,0.4
02/09/2016,0.83511,0.4
05/09/2016,0.83344,0.4
06/09/2016,0.84067,0.4
07/09/2016,0.83356,0.4
08/09/2016,0.84544,0.4
09/09/2016,0.85222,0.4
12/09/2016,0.85578,0.4
13/09/2016,0.85028,0.4
14/09/2016,0.85389,0.4
15/09/2016,0.85656,0.4
16/09/2016,0.85711,0.4
19/09/2016,0.86067,0.4
20/09/2016,0.86589,0.4
21/09/2016,0.86333,0.4
22/09/2016,0.85672,0.4
23/09/2016,0.85294,0.4
26/09/2016,0.85294,0.4
27/09/2016,0.85378,0.4
28/09/2016,0.83769,0.4
29/09/2016,0.84561,0.4
30/09/2016,0.85367,0.29
03/10/2016,0.85789,0.4
04/10/2016,0.86433,0.4
05/10/2016,0.86794,0.4
06/10/2016,0.87156,0.4
07/10/2016,0.87606,0.4
10/10/2016,0.87389,0.4
11/10/2016,0.8775,0.41
12/10/2016,0.88111,0.41
13/10/2016,0.88,0.41
14/10/2016,0.88167,0.41
17/10/2016,0.87761,0.41
18/10/2016,0.88122,0.41
19/10/2016,0.88067,0.41
20/10/2016,0.88178,0.41
21/10/2016,0.88178,0.41
24/10/2016,0.88372,0.41
25/10/2016,0.88567,0.41
26/10/2016,0.89039,0.41
27/10/2016,0.88733,0.41
28/10/2016,0.88594,0.41
31/10/2016,0.88428,0.31
01/11/2016,0.88094,0.41
02/11/2016,0.87567,0.41
03/11/2016,0.88094,0.41
04/11/2016,0.88261,0.41
07/11/2016,0.88678,0.41
08/11/2016,0.88233,0.41
09/11/2016,0.8865,0.41
10/11/2016,0.90206,0.41
11/11/2016,0.90567,0.41
14/11/2016,0.91122,0.41
15/11/2016,0.90622,0.41
16/11/2016,0.90872,0.41
17/11/2016,0.91122,0.41
18/11/2016,0.91622,0.41
21/11/2016,0.91983,0.41
22/11/2016,0.92483,0.41
23/11/2016,0.93011,0.41
24/11/2016,0.93706,0.41
25/11/2016,0.93733,0.41
28/11/2016,0.93511,0.41
29/11/2016,0.93067,0.41
30/11/2016,0.93417,0.31
01/12/2016,0.94167,0.41
02/12/2016,0.94639,0.41
05/12/2016,0.94806,0.41
06/12/2016,0.95083,0.41
07/12/2016,0.95083,0.41
08/12/2016,0.95306,0.41
09/12/2016,0.9565,0.41
12/12/2016,0.95872,0.41
13/12/2016,0.96344,0.41
14/12/2016,0.97039,0.41
15/12/2016,0.99317,0.66
16/12/2016,0.99733,0.66
19/12/2016,0.99428,0.66
20/12/2016,0.99622,0.66
21/12/2016,0.99761,0.66
22/12/2016,0.99706,0.66
23/12/2016,0.99706,0.66
28/12/2016,0.99817,0.66
29/12/2016,0.99789,0.66
30/12/2016,0.99789,0.55
03/01/2017,0.99872,0.66
04/01/2017,1.00511,0.66
05/01/2017,1.00928,0.66
06/01/2017,1.01011,0.66
09/01/2017,1.01483,0.66
10/01/2017,1.01789,0.66
11/01/2017,1.02178,0.66
12/01/2017,1.02178,0.66
13/01/2017,1.02317,0.66
16/01/2017,1.02372,0.66
17/01/2017,1.02483,0.66
18/01/2017,1.03011,0.66
19/01/2017,1.04122,0.66
20/01/2017,1.04344,0.66
23/01/2017,1.03789,0.66
24/01/2017,1.03178,0.66
25/01/2017,1.03733,0.66
26/01/2017,1.039,0.66
27/01/2017,1.039,0.66
30/01/2017,1.034,0.66
31/01/2017,1.03456,0.56
01/02/2017,1.03456,0.66
02/02/2017,1.03372,0.66
03/02/2017,1.034,0.66
06/02/2017,1.03844,0.66
07/02/2017,1.03817,0.66
08/02/2017,1.03372,0.66
09/02/2017,1.03372,0.66
10/02/2017,1.03622,0.66
13/02/2017,1.039,0.66
14/02/2017,1.03733,0.66
15/02/2017,1.04178,0.66
16/02/2017,1.0565,0.66
17/02/2017,1.05233,0.66
20/02/2017,1.05011,0.66
21/02/2017,1.05344,0.66
22/02/2017,1.054,0.66
23/02/2017,1.05233,0.66
24/02/2017,1.054,0.66
27/02/2017,1.05456,0.66
28/02/2017,1.064,0.57
01/03/2017,1.09278,0.66
02/03/2017,1.1,0.66
03/03/2017,1.10167,0.66
06/03/2017,1.10622,0.66
07/03/2017,1.10622,0.66
08/03/2017,1.109,0.66
09/03/2017,1.11956,0.66
10/03/2017,1.12122,0.66
13/03/2017,1.13122,0.66
14/03/2017,1.13733,0.66
15/03/2017,1.14817,0.66
16/03/2017,1.15178,0.91
17/03/2017,1.15178,0.91
20/03/2017,1.15622,0.91
21/03/2017,1.15622,0.91
22/03/2017,1.15678,0.91
23/03/2017,1.15289,0.91
24/03/2017,1.15128,0.91
27/03/2017,1.15189,0.91
28/03/2017,1.15222,0.91
29/03/2017,1.14678,0.91
30/03/2017,1.14761,0.91
31/03/2017,1.14956,0.82
03/04/2017,1.14983,0.91
04/04/2017,1.14983,0.91
05/04/2017,1.15039,0.91
06/04/2017,1.15539,0.91
07/04/2017,1.15761,0.91
10/04/2017,1.15567,0.91
11/04/2017,1.15511,0.91
12/04/2017,1.15844,0.91
13/04/2017,1.15844,0.91
18/04/2017,1.15622,0.91
19/04/2017,1.15567,0.91
20/04/2017,1.15317,0.91
21/04/2017,1.15622,0.91
24/04/2017,1.1665,0.91
25/04/2017,1.17039,0.91
26/04/2017,1.17178,0.91
27/04/2017,1.16956,0.91
28/04/2017,1.17233,0.83
02/05/2017,1.17372,0.91
03/05/2017,1.17122,0.91
04/05/2017,1.17928,0.91
05/05/2017,1.18039,0.91
08/05/2017,1.18456,0.91
09/05/2017,1.182,0.91
10/05/2017,1.18094,0.91
11/05/2017,1.18178,0.91
12/05/2017,1.17956,0.91
15/05/2017,1.17944,0.91
16/05/2017,1.18117,0.91
17/05/2017,1.17839,0.91
18/05/2017,1.17172,0.91
19/05/2017,1.18644,0.91
22/05/2017,1.192,0.91
23/05/2017,1.18867,0.91
24/05/2017,1.19761,0.91
25/05/2017,1.20039,0.91
26/05/2017,1.20178,0.91
30/05/2017,1.20178,0.91
31/05/2017,1.21,0.83
01/06/2017,1.21806,0.91
02/06/2017,1.2225,0.91
05/06/2017,1.21956,0.91
06/06/2017,1.219,0.91
07/06/2017,1.221,0.91
08/06/2017,1.22811,0.91
09/06/2017,1.23644,0.91
12/06/2017,1.24167,0.91
13/06/2017,1.24556,0.91
14/06/2017,1.25033,0.91
15/06/2017,1.26744,1.16
16/06/2017,1.27356,1.16
19/06/2017,1.28022,1.16
20/06/2017,1.28722,1.16
21/06/2017,1.28944,1.16
22/06/2017,1.29556,1.16
23/06/2017,1.29328,1.16
26/06/2017,1.29483,1.16
27/06/2017,1.29506,1.16
28/06/2017,1.29639,1.16
29/06/2017,1.29861,1.16
30/06/2017,1.29917,1.06
03/07/2017,1.30072,1.16
04/07/2017,1.30211,1.16
05/07/2017,1.303,1.16
06/07/2017,1.30411,1.16
07/07/2017,1.30522,1.16
10/07/2017,1.30411,1.16
11/07/2017,1.3035,1.16
12/07/2017,1.30389,1.16
13/07/2017,1.30361,1.16
14/07/2017,1.30361,1.16
17/07/2017,1.30611,1.16
18/07/2017,1.30694,1.16
19/07/2017,1.30722,1.16
20/07/2017,1.3125,1.16
21/07/2017,1.31444,1.16
24/07/2017,1.31389,1.16
25/07/2017,1.31667,1.16
26/07/2017,1.31389,1.16
27/07/2017,1.31111,1.16
28/07/2017,1.31056,1.16
31/07/2017,1.31056,1.07
01/08/2017,1.31056,1.16
02/08/2017,1.31278,1.16
03/08/2017,1.31167,1.16
04/08/2017,1.31194,1.16
07/08/2017,1.31139,1.16
08/08/2017,1.30944,1.16
09/08/2017,1.30917,1.16
10/08/2017,1.30911,1.16
11/08/2017,1.315,1.16
14/08/2017,1.31417,1.16
15/08/2017,1.31417,1.16
16/08/2017,1.31667,1.16
17/08/2017,1.31639,1.16
18/08/2017,1.31472,1.16
21/08/2017,1.31444,1.16
22/08/2017,1.31722,1.16
23/08/2017,1.31722,1.16
24/08/2017,1.31722,1.16
25/08/2017,1.31778,1.16
29/08/2017,1.31694,1.16
30/08/2017,1.31611,1.16
31/08/2017,1.31778,1.07
01/09/2017,1.31611,1.16
04/09/2017,1.31611,1.16
05/09/2017,1.31722,1.16
06/09/2017,1.31722,1.16
07/09/2017,1.31722,1.16
08/09/2017,1.31033,1.16
11/09/2017,1.31667,1.16
12/09/2017,1.31917,1.16
13/09/2017,1.32,1.16
14/09/2017,1.32111,1.16
15/09/2017,1.32389,1.16
18/09/2017,1.325,1.16
19/09/2017,1.32611,1.16
20/09/2017,1.32306,1.16
21/09/2017,1.32833,1.16
22/09/2017,1.32944,1.16
25/09/2017,1.32972,1.16
26/09/2017,1.33083,1.16
27/09/2017,1.33278,1.16
28/09/2017,1.335,1.16
29/09/2017,1.33389,1.06
02/10/2017,1.33556,1.16
03/10/2017,1.3425,1.16
04/10/2017,1.34667,1.16
05/10/2017,1.34861,1.16
06/10/2017,1.35028,1.16
09/10/2017,1.35639,1.16
10/10/2017,1.35667,1.16
11/10/2017,1.35861,1.16
12/10/2017,1.35917,1.16
13/10/2017,1.35333,1.16
16/10/2017,1.35389,1.16
17/10/2017,1.35733,1.16
18/10/2017,1.36261,1.16
19/10/2017,1.3625,1.16
20/10/2017,1.36476,1.16
23/10/2017,1.36742,1.16
24/10/2017,1.37064,1.16
25/10/2017,1.37446,1.16
26/10/2017,1.37796,1.16
27/10/2017,1.38009,1.16
30/10/2017,1.37678,1.16
31/10/2017,1.38122,1.07
01/11/2017,1.38483,1.16
02/11/2017,1.39139,1.16
03/11/2017,1.39194,1.16
06/11/2017,1.39703,1.16
07/11/2017,1.40258,1.16
08/11/2017,1.40981,1.16
09/11/2017,1.41289,1.16
10/11/2017,1.41289,1.16
13/11/2017,1.41586,1.16
14/11/2017,1.41899,1.16
15/11/2017,1.4219,1.16
16/11/2017,1.43567,1.16
17/11/2017,1.44067,1.16
20/11/2017,1.44594,1.16
21/11/2017,1.454,1.16
22/11/2017,1.46233,1.16
24/11/2017,1.46763,1.16
27/11/2017,1.47725,1.16
28/11/2017,1.47882,1.16
29/11/2017,1.48063,1.16
30/11/2017,1.48738,1.07
01/12/2017,1.49463,1.16
04/12/2017,1.50849,1.16
05/12/2017,1.51532,1.16
06/12/2017,1.52263,1.16
07/12/2017,1.53606,1.16
08/12/2017,1.54878,1.16
11/12/2017,1.56347,1.16
12/12/2017,1.57352,1.17
13/12/2017,1.58849,1.17
14/12/2017,1.60042,1.41
15/12/2017,1.61331,1.41
18/12/2017,1.62548,1.42
19/12/2017,1.64203,1.42
20/12/2017,1.65793,1.42
21/12/2017,1.67464,1.42
22/12/2017,1.68577,1.42
27/12/2017,1.69339,1.42
28/12/2017,1.69465,1.42
29/12/2017,1.69428,1.33
02/01/2018,1.69693,1.42
03/01/2018,1.69593,1.42
04/01/2018,1.70381,1.42
05/01/2018,1.70393,1.42
08/01/2018,1.70802,1.42
09/01/2018,1.70457,1.42
10/01/2018,1.70911,1.42
11/01/2018,1.72019,1.42
12/01/2018,1.72152,1.42
16/01/2018,1.73408,1.42
17/01/2018,1.73918,1.42
18/01/2018,1.7447,1.42
19/01/2018,1.74447,1.42
22/01/2018,1.7413,1.42
23/01/2018,1.7452,1.42
24/01/2018,1.75246,1.42
25/01/2018,1.76031,1.42
26/01/2018,1.7669,1.42
29/01/2018,1.77225,1.42
30/01/2018,1.7734,1.42
31/01/2018,1.77777,1.34
01/02/2018,1.78698,1.42
02/02/2018,1.78902,1.42
05/02/2018,1.79345,1.42
06/02/2018,1.7907,1.42
07/02/2018,1.79989,1.42
08/02/2018,1.8105,1.42
09/02/2018,1.82,1.42
12/02/2018,1.83338,1.42
13/02/2018,1.83875,1.42
14/02/2018,1.85,1.42
15/02/2018,1.8725,1.42
16/02/2018,1.88494,1.42
20/02/2018,1.90394,1.42
21/02/2018,1.91975,1.42
22/02/2018,1.94363,1.42
23/02/2018,1.95625,1.42
26/02/2018,1.98419,1.42
27/02/2018,2.00625,1.42
28/02/2018,2.01719,1.35
01/03/2018,2.02457,1.42
02/03/2018,2.02519,1.42
05/03/2018,2.0349,1.42
06/03/2018,2.04728,1.42
07/03/2018,2.05725,1.42
08/03/2018,2.0714,1.42
09/03/2018,2.08875,1.42
12/03/2018,2.10688,1.42
13/03/2018,2.1245,1.42
14/03/2018,2.145,1.42
15/03/2018,2.1775,1.43
16/03/2018,2.20175,1.43
19/03/2018,2.22249,1.43
20/03/2018,2.24814,1.44
21/03/2018,2.27108,1.44
22/03/2018,2.28557,1.68
23/03/2018,2.29155,1.68
26/03/2018,2.29496,1.68
27/03/2018,2.302,1.68
28/03/2018,2.308,1.68
29/03/2018,2.31175,1.68
03/04/2018,2.32084,1.69
04/04/2018,2.32461,1.69
05/04/2018,2.33063,1.69
06/04/2018,2.33746,1.69
09/04/2018,2.3373,1.69
10/04/2018,2.33903,1.69
11/04/2018,2.34163,1.69
12/04/2018,2.34769,1.69
13/04/2018,2.35281,1.69
16/04/2018,2.35509,1.69
17/04/2018,2.35539,1.69
18/04/2018,2.35866,1.69
19/04/2018,2.36156,1.69
20/04/2018,2.35923,1.7
23/04/2018,2.35954,1.7
24/04/2018,2.36167,1.7
25/04/2018,2.36561,1.7
26/04/2018,2.35878,1.7
27/04/2018,2.35805,1.7
30/04/2018,2.36294,1.69
01/05/2018,2.35375,1.7
02/05/2018,2.36294,1.7
03/05/2018,2.36313,1.7
04/05/2018,2.36906,1.7
08/05/2018,2.3525,1.7
09/05/2018,2.35575,1.7
10/05/2018,2.355,1.7
11/05/2018,2.3425,1.7
14/05/2018,2.33,1.7
15/05/2018,2.32063,1.7
16/05/2018,2.32563,1.7
17/05/2018,2.33125,1.7
18/05/2018,2.32938,1.7
21/05/2018,2.33,1.7
22/05/2018,2.33,1.7
23/05/2018,2.33,1.7
24/05/2018,2.31938,1.7
25/05/2018,2.31813,1.7
29/05/2018,2.30719,1.7
30/05/2018,2.30031,1.7
31/05/2018,2.32125,1.7
01/06/2018,2.31781,1.7
04/06/2018,2.31381,1.7
05/06/2018,2.31919,1.7
06/06/2018,2.32088,1.7
07/06/2018,2.32713,1.7
08/06/2018,2.32631,1.7
11/06/2018,2.33263,1.7
12/06/2018,2.33563,1.7
13/06/2018,2.34063,1.7
14/06/2018,2.33469,1.9
15/06/2018,2.32594,1.9
18/06/2018,2.32469,1.9
19/06/2018,2.33025,1.91
20/06/2018,2.33188,1.92
21/06/2018,2.33506,1.92
22/06/2018,2.33888,1.92
25/06/2018,2.337,1.92
26/06/2018,2.33563,1.92
27/06/2018,2.33438,1.91
28/06/2018,2.33738,1.91
29/06/2018,2.33575,1.91
02/07/2018,2.3425,1.91
03/07/2018,2.33725,1.91
05/07/2018,2.33863,1.91
06/07/2018,2.33144,1.91
09/07/2018,2.33313,1.91
10/07/2018,2.33744,1.91
11/07/2018,2.337,1.91
12/07/2018,2.33919,1.91
13/07/2018,2.336,1.91
16/07/2018,2.33263,1.91
17/07/2018,2.34194,1.91
18/07/2018,2.3475,1.91
19/07/2018,2.34706,1.91
20/07/2018,2.34156,1.91
23/07/2018,2.33531,1.91
24/07/2018,2.33488,1.91
25/07/2018,2.33688,1.91
26/07/2018,2.33888,1.91
27/07/2018,2.34238,1.91
30/07/2018,2.34313,1.91
31/07/2018,2.34856,1.91
01/08/2018,2.34825,1.91
02/08/2018,2.3405,1.91
03/08/2018,2.343,1.91
06/08/2018,2.34325,1.91
07/08/2018,2.34144,1.91
08/08/2018,2.3405,1.91
09/08/2018,2.338,1.91
10/08/2018,2.31925,1.91
13/08/2018,2.31375,1.91
14/08/2018,2.31519,1.91
15/08/2018,2.31175,1.91
16/08/2018,2.32225,1.92
17/08/2018,2.31188,1.92
20/08/2018,2.30963,1.92
21/08/2018,2.31025,1.92
22/08/2018,2.31175,1.92
23/08/2018,2.31138,1.92
24/08/2018,2.31725,1.92
28/08/2018,2.31475,1.92
29/08/2018,2.31263,1.92
30/08/2018,2.32125,1.92
31/08/2018,2.32075,1.91
04/09/2018,2.32275,1.92
05/09/2018,2.31681,1.92
06/09/2018,2.32706,1.92
07/09/2018,2.33125,1.92
10/09/2018,2.33425,1.92
11/09/2018,2.33425,1.92
12/09/2018,2.3315,1.92
13/09/2018,2.33413,1.92
14/09/2018,2.33713,1.92
17/09/2018,2.33875,1.92
18/09/2018,2.3375,1.92
19/09/2018,2.35338,1.92
20/09/2018,2.36638,1.92
21/09/2018,2.37263,1.92
24/09/2018,2.37363,1.93
25/09/2018,2.381,1.93
26/09/2018,2.38613,1.93
27/09/2018,2.396,2.18
28/09/2018,2.39838,2.18
01/10/2018,2.39813,2.18
02/10/2018,2.4075,2.18
03/10/2018,2.40825,2.18
04/10/2018,2.40963,2.18
05/10/2018,2.40806,2.18
09/10/2018,2.42044,2.18
10/10/2018,2.42519,2.18
11/10/2018,2.43631,2.18
12/10/2018,2.43644,2.18
15/10/2018,2.44881,2.18
16/10/2018,2.44456,2.18
17/10/2018,2.44963,2.19
18/10/2018,2.469,2.19
19/10/2018,2.47719,2.19
22/10/2018,2.48738,2.19
23/10/2018,2.48988,2.2
24/10/2018,2.508,2.2
25/10/2018,2.50925,2.2
26/10/2018,2.52038,2.2
29/10/2018,2.52663,2.2
30/10/2018,2.541,2.2
31/10/2018,2.5585,2.2
01/11/2018,2.5815,2.2
02/11/2018,2.59238,2.19
05/11/2018,2.58925,2.2
06/11/2018,2.59125,2.2
07/11/2018,2.60113,2.2
08/11/2018,2.61463,2.2
09/11/2018,2.61813,2.19
13/11/2018,2.61613,2.2
14/11/2018,2.629,2.2
15/11/2018,2.64,2.2
16/11/2018,2.6445,2.2
19/11/2018,2.64581,2.2
20/11/2018,2.65313,2.2
21/11/2018,2.67694,2.2
23/11/2018,2.69119,2.2
26/11/2018,2.70681,2.2
27/11/2018,2.706,2.2
