Date,3M Libor,FEDFUNDS
06/12/2011,0.53775,0.08
07/12/2011,0.54,0.08
08/12/2011,0.54,0.07
09/12/2011,0.54175,0.07
12/12/2011,0.5435,0.07
13/12/2011,0.54625,0.07
14/12/2011,0.55505,0.07
15/12/2011,0.55915,0.07
16/12/2011,0.56315,0.07
19/12/2011,0.56695,0.07
20/12/2011,0.56975,0.07
21/12/2011,0.57125,0.07
22/12/2011,0.57375,0.07
23/12/2011,0.57575,0.08
28/12/2011,0.57925,0.07
29/12/2011,0.581,0.07
30/12/2011,0.581,0.04
03/01/2012,0.5825,0.07
04/01/2012,0.5825,0.07
05/01/2012,0.5825,0.07
06/01/2012,0.5815,0.07
09/01/2012,0.5805,0.08
10/01/2012,0.5795,0.08
11/01/2012,0.5765,0.08
12/01/2012,0.5715,0.08
13/01/2012,0.567,0.09
16/01/2012,0.5649,0.09
17/01/2012,0.5623,0.09
18/01/2012,0.5612,0.09
19/01/2012,0.5612,0.1
20/01/2012,0.5611,0.09
23/01/2012,0.5601,0.09
24/01/2012,0.5591,0.09
25/01/2012,0.5566,0.08
26/01/2012,0.5531,0.08
27/01/2012,0.5511,0.09
30/01/2012,0.54685,0.09
31/01/2012,0.54235,0.11
01/02/2012,0.5371,0.11
02/02/2012,0.5306,0.11
03/02/2012,0.527,0.11
06/02/2012,0.52325,0.11
07/02/2012,0.52,0.11
08/02/2012,0.51325,0.11
09/02/2012,0.51,0.11
10/02/2012,0.506,0.12
13/02/2012,0.5026,0.12
14/02/2012,0.4976,0.12
15/02/2012,0.4951,0.12
16/02/2012,0.4931,0.11
17/02/2012,0.4931,0.09
20/02/2012,0.4931,0.09
21/02/2012,0.4926,0.1
22/02/2012,0.4916,0.08
23/02/2012,0.4906,0.08
24/02/2012,0.4906,0.09
27/02/2012,0.4891,0.1
28/02/2012,0.4875,0.1
29/02/2012,0.48425,0.1
01/03/2012,0.4797,0.11
02/03/2012,0.47575,0.11
05/03/2012,0.47455,0.11
06/03/2012,0.47455,0.11
07/03/2012,0.47455,0.11
08/03/2012,0.47355,0.11
09/03/2012,0.47355,0.12
12/03/2012,0.47355,0.12
13/03/2012,0.47365,0.12
14/03/2012,0.47365,0.13
15/03/2012,0.47365,0.14
16/03/2012,0.47365,0.15
19/03/2012,0.47365,0.15
20/03/2012,0.47415,0.15
21/03/2012,0.47415,0.15
22/03/2012,0.47365,0.14
23/03/2012,0.47315,0.14
26/03/2012,0.47265,0.14
27/03/2012,0.47065,0.14
28/03/2012,0.46965,0.13
29/03/2012,0.46815,0.13
30/03/2012,0.46815,0.09
02/04/2012,0.46815,0.15
03/04/2012,0.46915,0.15
04/04/2012,0.46915,0.15
05/04/2012,0.46915,0.15
10/04/2012,0.46915,0.15
11/04/2012,0.46865,0.16
12/04/2012,0.46665,0.15
13/04/2012,0.46615,0.15
16/04/2012,0.46565,0.15
17/04/2012,0.46565,0.16
18/04/2012,0.46565,0.15
19/04/2012,0.46565,0.13
20/04/2012,0.46565,0.12
23/04/2012,0.46565,0.13
24/04/2012,0.46585,0.14
25/04/2012,0.46585,0.15
26/04/2012,0.46585,0.14
27/04/2012,0.46585,0.13
30/04/2012,0.46585,0.16
01/05/2012,0.46585,0.16
02/05/2012,0.46585,0.15
03/05/2012,0.46585,0.15
04/05/2012,0.46585,0.16
08/05/2012,0.46585,0.16
09/05/2012,0.46685,0.15
10/05/2012,0.46685,0.15
11/05/2012,0.46685,0.15
14/05/2012,0.46585,0.16
15/05/2012,0.46585,0.16
16/05/2012,0.46685,0.16
17/05/2012,0.46685,0.16
18/05/2012,0.46685,0.16
21/05/2012,0.46685,0.16
22/05/2012,0.46685,0.16
23/05/2012,0.46685,0.15
24/05/2012,0.46685,0.15
25/05/2012,0.46685,0.15
28/05/2012,0.46685,0.15
29/05/2012,0.46685,0.16
30/05/2012,0.46685,0.16
31/05/2012,0.46685,0.16
01/06/2012,0.46785,0.16
06/06/2012,0.46785,0.16
07/06/2012,0.46785,0.16
08/06/2012,0.46785,0.17
11/06/2012,0.46785,0.17
12/06/2012,0.46785,0.16
13/06/2012,0.46785,0.17
14/06/2012,0.46785,0.17
15/06/2012,0.46785,0.18
18/06/2012,0.46785,0.17
19/06/2012,0.46785,0.17
20/06/2012,0.4676,0.16
21/06/2012,0.4676,0.17
22/06/2012,0.4616,0.17
25/06/2012,0.4606,0.17
26/06/2012,0.4606,0.16
27/06/2012,0.4606,0.15
28/06/2012,0.4606,0.15
29/06/2012,0.4606,0.09
02/07/2012,0.4606,0.18
03/07/2012,0.4606,0.17
04/07/2012,0.4596,0.17
05/07/2012,0.4596,0.17
06/07/2012,0.4576,0.17
09/07/2012,0.4576,0.17
10/07/2012,0.4576,0.17
11/07/2012,0.4561,0.17
12/07/2012,0.4551,0.18
13/07/2012,0.4551,0.19
16/07/2012,0.4551,0.18
17/07/2012,0.4551,0.17
18/07/2012,0.4551,0.16
19/07/2012,0.4531,0.13
20/07/2012,0.4521,0.13
23/07/2012,0.4511,0.14
24/07/2012,0.4481,0.15
25/07/2012,0.4481,0.15
26/07/2012,0.4471,0.14
27/07/2012,0.4466,0.14
30/07/2012,0.4446,0.14
31/07/2012,0.4426,0.13
01/08/2012,0.4416,0.14
02/08/2012,0.44185,0.14
03/08/2012,0.43935,0.14
06/08/2012,0.43885,0.14
07/08/2012,0.43785,0.13
08/08/2012,0.43675,0.13
09/08/2012,0.4375,0.13
10/08/2012,0.437,0.13
13/08/2012,0.4345,0.13
14/08/2012,0.4365,0.13
15/08/2012,0.4345,0.13
16/08/2012,0.4335,0.13
17/08/2012,0.4345,0.13
20/08/2012,0.4335,0.13
21/08/2012,0.4335,0.13
22/08/2012,0.43075,0.13
23/08/2012,0.42685,0.13
24/08/2012,0.42485,0.13
28/08/2012,0.42275,0.13
29/08/2012,0.42175,0.13
30/08/2012,0.42075,0.14
31/08/2012,0.41825,0.13
03/09/2012,0.41435,0.13
04/09/2012,0.41185,0.14
05/09/2012,0.40985,0.16
06/09/2012,0.40835,0.16
07/09/2012,0.40775,0.15
10/09/2012,0.40425,0.15
11/09/2012,0.39875,0.15
12/09/2012,0.39425,0.15
13/09/2012,0.38875,0.15
14/09/2012,0.38525,0.16
17/09/2012,0.38075,0.16
18/09/2012,0.37875,0.16
19/09/2012,0.37575,0.15
20/09/2012,0.373,0.16
21/09/2012,0.36925,0.15
24/09/2012,0.36725,0.16
25/09/2012,0.3635,0.15
26/09/2012,0.36225,0.15
27/09/2012,0.36025,0.14
28/09/2012,0.3585,0.09
01/10/2012,0.35525,0.15
02/10/2012,0.354,0.16
03/10/2012,0.3525,0.16
04/10/2012,0.35225,0.15
05/10/2012,0.35125,0.15
08/10/2012,0.35025,0.15
09/10/2012,0.34675,0.16
10/10/2012,0.34275,0.16
11/10/2012,0.34025,0.16
12/10/2012,0.33425,0.16
15/10/2012,0.33025,0.16
16/10/2012,0.32475,0.16
17/10/2012,0.32075,0.15
18/10/2012,0.31875,0.15
19/10/2012,0.31725,0.16
22/10/2012,0.31575,0.15
23/10/2012,0.31525,0.15
24/10/2012,0.31425,0.17
25/10/2012,0.31325,0.16
26/10/2012,0.31325,0.16
29/10/2012,0.31275,0.17
30/10/2012,0.31275,0.17
31/10/2012,0.31275,0.18
01/11/2012,0.31275,0.17
02/11/2012,0.31275,0.16
05/11/2012,0.31175,0.17
06/11/2012,0.31175,0.16
07/11/2012,0.31,0.16
08/11/2012,0.31,0.16
09/11/2012,0.31,0.16
12/11/2012,0.31,0.16
13/11/2012,0.31,0.16
14/11/2012,0.31,0.16
15/11/2012,0.311,0.16
16/11/2012,0.3115,0.16
19/11/2012,0.3115,0.16
20/11/2012,0.3105,0.16
21/11/2012,0.3115,0.16
22/11/2012,0.3115,0.16
23/11/2012,0.3115,0.16
26/11/2012,0.3115,0.16
27/11/2012,0.3115,0.16
28/11/2012,0.3105,0.16
29/11/2012,0.3105,0.16
30/11/2012,0.3105,0.16
03/12/2012,0.3105,0.16
04/12/2012,0.3105,0.17
05/12/2012,0.3105,0.16
06/12/2012,0.3105,0.16
07/12/2012,0.3095,0.16
10/12/2012,0.3105,0.16
11/12/2012,0.3095,0.17
12/12/2012,0.3095,0.17
13/12/2012,0.308,0.16
14/12/2012,0.308,0.17
17/12/2012,0.309,0.16
18/12/2012,0.309,0.17
19/12/2012,0.31,0.17
20/12/2012,0.31,0.17
21/12/2012,0.31,0.17
24/12/2012,0.31,0.18
27/12/2012,0.311,0.17
28/12/2012,0.308,0.17
31/12/2012,0.306,0.09
02/01/2013,0.305,0.17
03/01/2013,0.305,0.17
04/01/2013,0.305,0.16
07/01/2013,0.305,0.16
08/01/2013,0.305,0.15
09/01/2013,0.305,0.14
10/01/2013,0.305,0.14
11/01/2013,0.304,0.14
14/01/2013,0.304,0.14
15/01/2013,0.303,0.15
16/01/2013,0.303,0.14
17/01/2013,0.302,0.14
18/01/2013,0.302,0.14
21/01/2013,0.302,0.14
22/01/2013,0.302,0.14
23/01/2013,0.301,0.13
24/01/2013,0.3005,0.15
25/01/2013,0.3005,0.14
28/01/2013,0.3015,0.14
29/01/2013,0.3005,0.12
30/01/2013,0.2985,0.12
31/01/2013,0.298,0.15
01/02/2013,0.2955,0.14
04/02/2013,0.2955,0.13
05/02/2013,0.2955,0.13
06/02/2013,0.293,0.13
07/02/2013,0.292,0.13
08/02/2013,0.292,0.14
11/02/2013,0.2931,0.14
12/02/2013,0.2921,0.13
13/02/2013,0.2901,0.14
14/02/2013,0.2901,0.14
15/02/2013,0.2901,0.16
18/02/2013,0.2891,0.16
19/02/2013,0.2891,0.15
20/02/2013,0.2891,0.15
21/02/2013,0.2881,0.16
22/02/2013,0.2881,0.16
25/02/2013,0.2866,0.15
26/02/2013,0.2866,0.14
27/02/2013,0.2871,0.14
28/02/2013,0.2871,0.14
01/03/2013,0.2841,0.14
04/03/2013,0.2831,0.16
05/03/2013,0.2811,0.15
06/03/2013,0.2796,0.15
07/03/2013,0.2806,0.16
08/03/2013,0.2801,0.15
11/03/2013,0.2801,0.16
12/03/2013,0.2811,0.15
13/03/2013,0.2801,0.14
14/03/2013,0.2801,0.15
15/03/2013,0.2801,0.16
18/03/2013,0.2801,0.16
19/03/2013,0.2821,0.15
20/03/2013,0.2841,0.15
21/03/2013,0.2841,0.16
22/03/2013,0.2846,0.15
25/03/2013,0.2831,0.15
26/03/2013,0.2836,0.14
27/03/2013,0.2836,0.12
28/03/2013,0.2826,0.13
02/04/2013,0.2821,0.15
03/04/2013,0.2811,0.14
04/04/2013,0.2804,0.14
05/04/2013,0.2794,0.15
08/04/2013,0.2794,0.15
09/04/2013,0.2781,0.15
10/04/2013,0.2771,0.15
11/04/2013,0.2771,0.15
12/04/2013,0.2776,0.15
15/04/2013,0.2776,0.15
16/04/2013,0.2771,0.15
17/04/2013,0.2761,0.15
18/04/2013,0.2761,0.15
19/04/2013,0.2761,0.15
22/04/2013,0.2751,0.15
23/04/2013,0.2756,0.14
24/04/2013,0.2756,0.13
25/04/2013,0.2756,0.13
26/04/2013,0.2756,0.13
29/04/2013,0.2741,0.13
30/04/2013,0.2731,0.14
01/05/2013,0.2731,0.14
02/05/2013,0.2731,0.15
03/05/2013,0.2751,0.14
07/05/2013,0.2751,0.12
08/05/2013,0.2751,0.12
09/05/2013,0.2751,0.12
10/05/2013,0.2751,0.12
13/05/2013,0.2751,0.12
14/05/2013,0.2741,0.11
15/05/2013,0.2741,0.12
16/05/2013,0.2741,0.11
17/05/2013,0.2736,0.1
20/05/2013,0.2731,0.1
21/05/2013,0.2741,0.09
22/05/2013,0.27375,0.08
23/05/2013,0.27275,0.08
24/05/2013,0.27275,0.09
28/05/2013,0.27275,0.09
29/05/2013,0.27575,0.08
30/05/2013,0.27465,0.08
31/05/2013,0.27525,0.09
03/06/2013,0.27325,0.1
04/06/2013,0.27395,0.11
05/06/2013,0.27445,0.09
06/06/2013,0.27425,0.1
07/06/2013,0.27515,0.09
10/06/2013,0.27415,0.09
11/06/2013,0.27225,0.09
12/06/2013,0.27325,0.08
13/06/2013,0.27325,0.09
14/06/2013,0.27275,0.1
17/06/2013,0.27325,0.11
18/06/2013,0.27225,0.12
19/06/2013,0.27175,0.1
20/06/2013,0.27255,0.1
21/06/2013,0.27275,0.1
24/06/2013,0.27675,0.1
25/06/2013,0.2761,0.09
26/06/2013,0.2756,0.09
27/06/2013,0.274,0.09
28/06/2013,0.2731,0.07
01/07/2013,0.2731,0.1
02/07/2013,0.2729,0.1
03/07/2013,0.2739,0.1
04/07/2013,0.2709,0.1
05/07/2013,0.2699,0.1
08/07/2013,0.2686,0.1
09/07/2013,0.2691,0.1
10/07/2013,0.2691,0.09
11/07/2013,0.2681,0.09
12/07/2013,0.2676,0.09
15/07/2013,0.2676,0.09
16/07/2013,0.2662,0.09
17/07/2013,0.2662,0.09
18/07/2013,0.2662,0.09
19/07/2013,0.2647,0.09
22/07/2013,0.2647,0.09
23/07/2013,0.2659,0.09
24/07/2013,0.2643,0.09
25/07/2013,0.2638,0.09
26/07/2013,0.265,0.09
29/07/2013,0.266,0.08
30/07/2013,0.265,0.09
31/07/2013,0.2656,0.09
01/08/2013,0.2656,0.08
02/08/2013,0.2666,0.09
05/08/2013,0.2654,0.08
06/08/2013,0.2664,0.09
07/08/2013,0.2664,0.09
08/08/2013,0.2647,0.09
09/08/2013,0.2647,0.08
12/08/2013,0.2647,0.08
13/08/2013,0.2642,0.08
14/08/2013,0.2632,0.09
15/08/2013,0.2632,0.08
16/08/2013,0.2641,0.09
19/08/2013,0.2631,0.09
20/08/2013,0.2621,0.09
21/08/2013,0.2621,0.08
22/08/2013,0.2621,0.09
23/08/2013,0.2621,0.08
27/08/2013,0.2594,0.07
28/08/2013,0.2605,0.07
29/08/2013,0.2612,0.08
30/08/2013,0.2595,0.07
02/09/2013,0.2595,0.07
03/09/2013,0.2595,0.09
04/09/2013,0.259,0.08
05/09/2013,0.2581,0.08
06/09/2013,0.2564,0.08
09/09/2013,0.2559,0.08
10/09/2013,0.2559,0.08
11/09/2013,0.2544,0.08
12/09/2013,0.2544,0.08
13/09/2013,0.2539,0.08
16/09/2013,0.25185,0.08
17/09/2013,0.25195,0.08
18/09/2013,0.25245,0.08
19/09/2013,0.2502,0.09
20/09/2013,0.2496,0.08
23/09/2013,0.2506,0.09
24/09/2013,0.2502,0.09
25/09/2013,0.2476,0.08
26/09/2013,0.2481,0.08
27/09/2013,0.24835,0.08
30/09/2013,0.24885,0.06
01/10/2013,0.24585,0.08
02/10/2013,0.24435,0.07
03/10/2013,0.24285,0.08
04/10/2013,0.24285,0.08
07/10/2013,0.24335,0.08
08/10/2013,0.2436,0.08
09/10/2013,0.2456,0.09
10/10/2013,0.2431,0.09
11/10/2013,0.2436,0.1
14/10/2013,0.2458,0.1
15/10/2013,0.24355,0.1
16/10/2013,0.24605,0.11
17/10/2013,0.24205,0.1
18/10/2013,0.24055,0.1
21/10/2013,0.2386,0.09
22/10/2013,0.23835,0.08
23/10/2013,0.23835,0.08
24/10/2013,0.2381,0.08
25/10/2013,0.23685,0.08
28/10/2013,0.23585,0.08
29/10/2013,0.23745,0.08
30/10/2013,0.2419,0.08
31/10/2013,0.242,0.07
01/11/2013,0.23775,0.08
04/11/2013,0.2381,0.08
05/11/2013,0.2377,0.08
06/11/2013,0.23865,0.08
07/11/2013,0.2389,0.08
08/11/2013,0.2394,0.08
11/11/2013,0.23925,0.08
12/11/2013,0.23925,0.08
13/11/2013,0.2406,0.08
14/11/2013,0.23845,0.09
15/11/2013,0.2381,0.09
18/11/2013,0.23735,0.09
19/11/2013,0.2391,0.09
20/11/2013,0.2381,0.09
21/11/2013,0.2376,0.09
22/11/2013,0.2366,0.09
25/11/2013,0.23585,0.09
26/11/2013,0.2366,0.09
27/11/2013,0.2376,0.09
28/11/2013,0.2391,0.09
29/11/2013,0.2391,0.07
02/12/2013,0.23885,0.09
03/12/2013,0.2413,0.09
04/12/2013,0.24185,0.09
05/12/2013,0.2416,0.09
06/12/2013,0.24085,0.09
09/12/2013,0.2426,0.09
10/12/2013,0.24185,0.09
11/12/2013,0.24385,0.08
12/12/2013,0.24285,0.09
13/12/2013,0.24385,0.08
16/12/2013,0.24285,0.09
17/12/2013,0.24435,0.09
18/12/2013,0.2451,0.09
19/12/2013,0.24585,0.09
20/12/2013,0.24835,0.09
23/12/2013,0.24585,0.09
24/12/2013,0.24685,0.08
27/12/2013,0.2466,0.08
30/12/2013,0.2466,0.08
31/12/2013,0.2461,0.07
02/01/2014,0.24285,0.08
03/01/2014,0.23985,0.08
06/01/2014,0.23935,0.08
07/01/2014,0.2421,0.07
08/01/2014,0.2404,0.07
09/01/2014,0.24165,0.07
10/01/2014,0.24165,0.07
13/01/2014,0.2389,0.07
14/01/2014,0.23675,0.07
15/01/2014,0.23785,0.07
16/01/2014,0.23635,0.07
17/01/2014,0.2366,0.07
20/01/2014,0.2371,0.07
21/01/2014,0.2366,0.07
22/01/2014,0.2371,0.07
23/01/2014,0.2386,0.07
24/01/2014,0.23535,0.07
27/01/2014,0.2361,0.07
28/01/2014,0.2361,0.07
29/01/2014,0.2356,0.07
30/01/2014,0.2376,0.07
31/01/2014,0.2366,0.07
03/02/2014,0.2356,0.07
04/02/2014,0.23645,0.07
05/02/2014,0.23635,0.07
06/02/2014,0.23685,0.07
07/02/2014,0.23385,0.06
10/02/2014,0.23385,0.07
11/02/2014,0.2366,0.06
12/02/2014,0.2361,0.07
13/02/2014,0.23585,0.06
14/02/2014,0.23585,0.06
17/02/2014,0.2351,0.06
18/02/2014,0.23455,0.07
19/02/2014,0.2336,0.07
20/02/2014,0.2356,0.07
21/02/2014,0.23485,0.07
24/02/2014,0.23435,0.07
25/02/2014,0.2336,0.07
26/02/2014,0.2333,0.07
27/02/2014,0.2361,0.07
28/02/2014,0.23565,0.06
03/03/2014,0.23565,0.07
04/03/2014,0.23535,0.07
05/03/2014,0.2344,0.08
06/03/2014,0.2351,0.08
07/03/2014,0.23565,0.08
10/03/2014,0.23435,0.08
11/03/2014,0.2333,0.08
12/03/2014,0.2341,0.08
13/03/2014,0.23335,0.08
14/03/2014,0.23485,0.08
17/03/2014,0.23445,0.08
18/03/2014,0.23485,0.08
19/03/2014,0.23385,0.08
20/03/2014,0.2336,0.08
21/03/2014,0.23285,0.08
24/03/2014,0.2351,0.09
25/03/2014,0.23435,0.09
26/03/2014,0.23335,0.08
27/03/2014,0.2336,0.08
28/03/2014,0.23335,0.08
31/03/2014,0.2306,0.06
01/04/2014,0.2281,0.08
02/04/2014,0.2301,0.09
03/04/2014,0.23035,0.08
04/04/2014,0.2296,0.08
07/04/2014,0.22935,0.09
08/04/2014,0.2273,0.08
09/04/2014,0.22755,0.08
10/04/2014,0.22705,0.08
11/04/2014,0.22645,0.09
14/04/2014,0.22865,0.09
15/04/2014,0.22635,0.1
16/04/2014,0.22785,0.09
17/04/2014,0.22585,0.09
22/04/2014,0.2286,0.1
23/04/2014,0.22875,0.1
24/04/2014,0.22785,0.1
25/04/2014,0.2266,0.09
28/04/2014,0.22485,0.09
29/04/2014,0.22535,0.1
30/04/2014,0.22335,0.09
01/05/2014,0.22285,0.09
02/05/2014,0.22285,0.09
06/05/2014,0.22485,0.09
07/05/2014,0.22395,0.08
08/05/2014,0.22335,0.08
09/05/2014,0.2241,0.08
12/05/2014,0.2251,0.08
13/05/2014,0.22385,0.09
14/05/2014,0.22535,0.08
15/05/2014,0.22585,0.09
16/05/2014,0.2286,0.09
19/05/2014,0.22695,0.09
20/05/2014,0.2281,0.09
21/05/2014,0.22735,0.09
22/05/2014,0.22715,0.09
23/05/2014,0.22935,0.09
27/05/2014,0.22985,0.09
28/05/2014,0.2276,0.09
29/05/2014,0.22735,0.09
30/05/2014,0.2274,0.08
02/06/2014,0.22715,0.09
03/06/2014,0.2274,0.1
04/06/2014,0.2295,0.09
05/06/2014,0.2306,0.09
06/06/2014,0.2296,0.09
09/06/2014,0.23055,0.09
10/06/2014,0.2303,0.09
11/06/2014,0.2298,0.09
12/06/2014,0.2306,0.09
13/06/2014,0.2321,0.1
16/06/2014,0.2306,0.1
17/06/2014,0.231,0.1
18/06/2014,0.231,0.1
19/06/2014,0.2296,0.1
20/06/2014,0.2306,0.1
23/06/2014,0.2326,0.1
24/06/2014,0.2336,0.1
25/06/2014,0.23385,0.1
26/06/2014,0.2341,0.1
27/06/2014,0.2346,0.1
30/06/2014,0.2307,0.09
01/07/2014,0.2318,0.1
02/07/2014,0.2346,0.1
03/07/2014,0.2321,0.09
04/07/2014,0.2331,0.09
07/07/2014,0.2341,0.1
08/07/2014,0.2336,0.09
09/07/2014,0.2341,0.09
10/07/2014,0.2336,0.09
11/07/2014,0.2336,0.09
14/07/2014,0.2326,0.09
15/07/2014,0.2331,0.09
16/07/2014,0.2336,0.09
17/07/2014,0.2336,0.09
18/07/2014,0.2316,0.09
21/07/2014,0.2331,0.1
22/07/2014,0.2326,0.09
23/07/2014,0.2341,0.09
24/07/2014,0.2351,0.09
25/07/2014,0.2341,0.09
28/07/2014,0.2361,0.09
29/07/2014,0.2371,0.09
30/07/2014,0.2396,0.09
31/07/2014,0.2391,0.08
01/08/2014,0.2381,0.09
04/08/2014,0.2371,0.09
05/08/2014,0.2371,0.09
06/08/2014,0.2342,0.09
07/08/2014,0.2331,0.09
08/08/2014,0.2351,0.09
11/08/2014,0.2338,0.09
12/08/2014,0.2331,0.09
13/08/2014,0.2336,0.09
14/08/2014,0.2311,0.09
15/08/2014,0.2321,0.09
18/08/2014,0.2321,0.09
19/08/2014,0.2344,0.09
20/08/2014,0.2349,0.09
21/08/2014,0.2349,0.09
22/08/2014,0.2384,0.09
26/08/2014,0.2381,0.09
27/08/2014,0.2346,0.09
28/08/2014,0.2336,0.09
29/08/2014,0.2336,0.07
01/09/2014,0.2336,0.07
02/09/2014,0.2331,0.09
03/09/2014,0.2341,0.09
04/09/2014,0.2331,0.09
05/09/2014,0.2323,0.09
08/09/2014,0.2336,0.09
09/09/2014,0.2346,0.09
10/09/2014,0.2346,0.09
11/09/2014,0.2341,0.09
12/09/2014,0.2346,0.09
15/09/2014,0.2346,0.09
16/09/2014,0.2344,0.09
17/09/2014,0.2341,0.09
18/09/2014,0.2331,0.09
19/09/2014,0.2331,0.09
22/09/2014,0.2356,0.09
23/09/2014,0.2341,0.09
24/09/2014,0.2351,0.09
25/09/2014,0.2336,0.09
26/09/2014,0.2331,0.09
29/09/2014,0.2351,0.08
30/09/2014,0.2351,0.07
01/10/2014,0.2326,0.09
02/10/2014,0.2312,0.09
03/10/2014,0.2316,0.09
06/10/2014,0.2326,0.09
07/10/2014,0.2311,0.09
08/10/2014,0.2291,0.09
09/10/2014,0.2291,0.08
10/10/2014,0.23,0.09
13/10/2014,0.2306,0.09
14/10/2014,0.2291,0.09
15/10/2014,0.2281,0.09
16/10/2014,0.23075,0.09
17/10/2014,0.23135,0.09
20/10/2014,0.2321,0.09
21/10/2014,0.2306,0.09
22/10/2014,0.2328,0.09
23/10/2014,0.2336,0.09
24/10/2014,0.2331,0.09
27/10/2014,0.2326,0.09
28/10/2014,0.2326,0.09
29/10/2014,0.2326,0.09
30/10/2014,0.23235,0.09
31/10/2014,0.2321,0.07
03/11/2014,0.23235,0.09
04/11/2014,0.23185,0.1
05/11/2014,0.23185,0.09
06/11/2014,0.2316,0.09
07/11/2014,0.2326,0.09
10/11/2014,0.2331,0.09
11/11/2014,0.2332,0.09
12/11/2014,0.2332,0.09
13/11/2014,0.2321,0.09
14/11/2014,0.2321,0.09
17/11/2014,0.23185,0.1
18/11/2014,0.23185,0.11
19/11/2014,0.2311,0.1
20/11/2014,0.2329,0.1
21/11/2014,0.23285,0.1
24/11/2014,0.23435,0.1
25/11/2014,0.2356,0.1
26/11/2014,0.2356,0.1
27/11/2014,0.2336,0.1
28/11/2014,0.2336,0.08
01/12/2014,0.2346,0.13
02/12/2014,0.2346,0.12
03/12/2014,0.23485,0.12
04/12/2014,0.23535,0.12
05/12/2014,0.2356,0.12
08/12/2014,0.2376,0.12
09/12/2014,0.23885,0.12
10/12/2014,0.2399,0.12
11/12/2014,0.2406,0.12
12/12/2014,0.24285,0.12
15/12/2014,0.2426,0.11
16/12/2014,0.2426,0.12
17/12/2014,0.24535,0.13
18/12/2014,0.2471,0.13
19/12/2014,0.2521,0.13
22/12/2014,0.2551,0.13
23/12/2014,0.2546,0.13
24/12/2014,0.2566,0.13
29/12/2014,0.2551,0.13
30/12/2014,0.2552,0.13
31/12/2014,0.2556,0.06
02/01/2015,0.2556,0.12
05/01/2015,0.2536,0.12
06/01/2015,0.2511,0.12
07/01/2015,0.2521,0.12
08/01/2015,0.2521,0.12
09/01/2015,0.2541,0.12
12/01/2015,0.2528,0.12
13/01/2015,0.2533,0.12
14/01/2015,0.2536,0.12
15/01/2015,0.2526,0.12
16/01/2015,0.2566,0.13
19/01/2015,0.2562,0.13
20/01/2015,0.2567,0.12
21/01/2015,0.2571,0.12
22/01/2015,0.2561,0.12
23/01/2015,0.2561,0.12
26/01/2015,0.2561,0.12
27/01/2015,0.2526,0.11
28/01/2015,0.2546,0.12
29/01/2015,0.2546,0.11
30/01/2015,0.2531,0.06
02/02/2015,0.2521,0.12
03/02/2015,0.2551,0.12
04/02/2015,0.2551,0.11
05/02/2015,0.2561,0.12
06/02/2015,0.2556,0.11
09/02/2015,0.25835,0.12
10/02/2015,0.2581,0.12
11/02/2015,0.2581,0.12
12/02/2015,0.2581,0.12
13/02/2015,0.2571,0.12
16/02/2015,0.2562,0.12
17/02/2015,0.2567,0.12
18/02/2015,0.2606,0.12
19/02/2015,0.2615,0.12
20/02/2015,0.2626,0.12
23/02/2015,0.2616,0.11
24/02/2015,0.2611,0.11
25/02/2015,0.2609,0.11
26/02/2015,0.2616,0.11
27/02/2015,0.26185,0.06
02/03/2015,0.26095,0.12
03/03/2015,0.26515,0.12
04/03/2015,0.2636,0.11
05/03/2015,0.2636,0.11
06/03/2015,0.2646,0.12
09/03/2015,0.2666,0.12
10/03/2015,0.2677,0.12
11/03/2015,0.2699,0.11
12/03/2015,0.2706,0.11
13/03/2015,0.27065,0.11
16/03/2015,0.27015,0.12
17/03/2015,0.26935,0.12
18/03/2015,0.2703,0.11
19/03/2015,0.26455,0.12
20/03/2015,0.2668,0.12
23/03/2015,0.2668,0.12
24/03/2015,0.26935,0.11
25/03/2015,0.26855,0.12
26/03/2015,0.27305,0.11
27/03/2015,0.2754,0.12
30/03/2015,0.27415,0.12
31/03/2015,0.27075,0.06
01/04/2015,0.27075,0.12
02/04/2015,0.27375,0.12
07/04/2015,0.27375,0.12
08/04/2015,0.2712,0.12
09/04/2015,0.2759,0.12
10/04/2015,0.277,0.12
13/04/2015,0.2753,0.13
14/04/2015,0.27555,0.13
15/04/2015,0.27435,0.13
16/04/2015,0.2751,0.13
17/04/2015,0.27575,0.13
20/04/2015,0.276,0.13
21/04/2015,0.27725,0.13
22/04/2015,0.2775,0.13
23/04/2015,0.277,0.13
24/04/2015,0.279,0.13
27/04/2015,0.279,0.13
28/04/2015,0.27815,0.13
29/04/2015,0.27815,0.13
30/04/2015,0.27875,0.08
01/05/2015,0.27975,0.13
05/05/2015,0.2759,0.13
06/05/2015,0.276,0.13
07/05/2015,0.27885,0.13
08/05/2015,0.27985,0.13
11/05/2015,0.2766,0.13
12/05/2015,0.275,0.13
13/05/2015,0.2739,0.13
14/05/2015,0.276,0.13
15/05/2015,0.2765,0.13
18/05/2015,0.276,0.13
19/05/2015,0.281,0.12
20/05/2015,0.2835,0.12
21/05/2015,0.282,0.12
22/05/2015,0.2845,0.13
26/05/2015,0.28585,0.12
27/05/2015,0.2835,0.12
28/05/2015,0.28275,0.12
29/05/2015,0.28375,0.08
01/06/2015,0.2825,0.12
